Index,Variant,Country,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)",Projection
117,Vital Statistics,Congo,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
118,Vital Statistics,Slovakia,,,,,,,2022,5428.80,5428.80,,,,,,-6.92,-1.27,,,,52.67,,9.70,,,,,59.58,,,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
119,Vital Statistics,Norway,,,,,,,2022,5488.98,5488.98,,,,,,5.69,1.04,,,,51.49,,9.38,,,,,45.80,,,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
120,Vital Statistics,Central African Republic,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
121,Vital Statistics,Costa Rica,,,,,,,2022,5213.37,5213.37,,,,,,24.50,4.70,,,,53.44,,10.25,,,,,28.93,,,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
122,Vital Statistics,Liberia,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
123,Vital Statistics,New Zealand,,,,,,,2022,5305.60,5305.60,,,,,,20.31,3.83,,,,58.88,,11.10,,,,,38.57,,,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
124,Vital Statistics,Ireland,,,,,,,2022,5149.14,5149.14,,,,,,22.06,4.28,,,,57.54,,11.17,,,,,35.48,,,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
125,Vital Statistics,State of Palestine,,,,,,,2022,5354.66,5354.66,,,,,,126.71,23.66,,,,141.16,,26.36,,,,,14.45,,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
126,Vital Statistics,Oman,,,,,,,2022,4933.85,4933.85,,,,,,67.59,13.70,,,,77.63,,15.73,,,,,10.04,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
127,Vital Statistics,Kuwait,,,,,,,2022,4385.72,4385.72,,,,,,41.75,9.52,,,,49.79,,11.35,,,,,8.04,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
128,Vital Statistics,Mauritania,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
129,Vital Statistics,Panama,,,,,,,2022,4395.41,4395.41,,,,,,39.58,9.00,,,,60.22,,13.70,,,,,20.64,,,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
130,Vital Statistics,Croatia,,,,,,,2022,3855.64,3855.64,,,,,,-23.10,-5.99,,,,33.88,,8.79,,,,,56.98,,,14.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
131,Vital Statistics,Georgia,,,,,,,2022,3736.40,3736.40,,,,,,-6.80,-1.82,,,,42.32,,11.33,,,,,49.12,,,13.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
132,Vital Statistics,Eritrea,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
133,Vital Statistics,Uruguay,,,,,,,2022,3554.92,3554.92,,,,,,-7.08,-1.99,,,,32.30,,9.09,,,,,39.38,,,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
134,Vital Statistics,Bosnia and Herzegovina,,,,,,,2022,3358.50,3358.50,,,,,,-14.18,-4.22,,,,26.52,,7.90,,,,,40.69,,,12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
135,Vital Statistics,Puerto Rico,,,,,,,2022,3221.79,3221.79,,,,,,-16.24,-5.04,,,,19.14,,5.94,,,,,35.38,,,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
136,Vital Statistics,Mongolia,,,,,,,2022,3457.55,3457.55,,,,,,47.61,13.77,,,,66.91,,19.35,,,,,19.30,,,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
137,Vital Statistics,Republic of Moldova,,,,,,,2022,2538.89,2538.89,,,,,,-12.77,-5.03,,,,23.79,,9.37,,,,,36.55,,,14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
138,Vital Statistics,Albania,,,,,,,2022,2777.69,2777.69,,,,,,0.69,0.25,,,,24.69,,8.89,,,,,24.00,,,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
139,Vital Statistics,Lithuania,,,,,,,2022,2857.28,2857.28,,,,,,-20.82,-7.29,,,,22.07,,7.72,,,,,42.88,,,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
140,Vital Statistics,Armenia,,,,,,,2022,2969.00,2969.00,,,,,,9.55,3.22,,,,36.35,,12.24,,,,,26.81,,,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
141,Vital Statistics,Jamaica,,,,,,,2022,2738.00,2738.00,,,,,,9.89,3.61,,,,31.28,,11.42,,,,,21.39,,,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
142,Vital Statistics,Qatar,,,,,,,2022,2932.00,2932.00,,,,,,22.01,7.51,,,,24.70,,8.43,,,,,2.69,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
143,Vital Statistics,Gambia,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
144,Vital Statistics,Botswana,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
145,Vital Statistics,Namibia,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
146,Vital Statistics,Gabon,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
147,Vital Statistics,Lesotho,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
148,Vital Statistics,North Macedonia,,,,,,,2022,1831.71,1831.71,,,,,,-4.39,-2.39,,,,18.07,,9.87,,,,,22.46,,,12.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
149,Vital Statistics,Slovenia,,,,,,,2022,2123.10,2123.10,,,,,,-5.10,-2.40,,,,17.37,,8.18,,,,,22.47,,,10.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
150,Vital Statistics,Guinea-Bissau,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
151,Vital Statistics,Latvia,,,,,,,2022,1875.76,1875.76,,,,,,-14.78,-7.88,,,,15.95,,8.51,,,,,30.73,,,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
152,Vital Statistics,Kosovo (under UNSC res. 1244),,,,,,,2022,1761.86,1761.86,,,,,,12.79,7.26,,,,22.63,,12.85,,,,,9.85,,,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
153,Vital Statistics,Equatorial Guinea,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
154,Vital Statistics,Trinidad and Tobago,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
155,Vital Statistics,Bahrain,,,,,,,2022,1524.69,1524.69,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
156,Vital Statistics,Estonia,,,,,,,2022,1349.00,1349.00,,,,,,-5.66,-4.19,,,,11.59,,8.59,,,,,17.25,,,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
157,Vital Statistics,Mauritius,,,,,,,2022,1261.20,1261.20,,,,,,-0.89,-0.71,,,,12.04,,9.55,,,,,12.94,,,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
158,Vital Statistics,Timor-Leste,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
159,Vital Statistics,Cyprus,,,,,,,2022,920.70,920.70,,,,,,2.90,3.15,,,,10.20,,11.08,,,,,7.30,,,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
160,Vital Statistics,Eswatini,,,,,,,2022,0.00,0.00,,,,,,6.82,0.00,,,,12.48,,0.00,,,,,5.66,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
161,Vital Statistics,Djibouti,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
162,Vital Statistics,Réunion,,,,,,,2022,876.41,876.41,,,,,,7.00,7.99,,,,13.42,,15.32,,,,,6.42,,,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
163,Vital Statistics,Fiji,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
164,Vital Statistics,Guyana,,,,,,,2022,0.00,0.00,,,,,,-6.82,0.00,,,,0.00,,0.00,,,,,6.82,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
165,Vital Statistics,Comoros,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
166,Vital Statistics,Bhutan,,,,,,,2022,763.25,763.25,,,,,,7.06,9.25,,,,10.25,,13.43,,,,,3.19,,,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
167,Vital Statistics,Solomon Islands,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
168,Vital Statistics,"China, Macao SAR",,,,,,,2022,672.80,672.80,,,,,,1.34,1.99,,,,4.34,,6.46,,,,,3.00,,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
169,Vital Statistics,Montenegro,,,,,,,2022,617.21,617.21,,,,,,-0.05,-0.08,,,,7.02,,11.38,,,,,7.07,,,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
170,Vital Statistics,Luxembourg,,,,,,,2022,645.40,645.40,,,,,,2.05,3.17,,,,6.50,,10.06,,,,,4.45,,,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
171,Vital Statistics,Suriname,,,,,,,2022,0.00,0.00,,,,,,4.61,0.00,,,,9.25,,0.00,,,,,4.64,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
172,Vital Statistics,Cabo Verde,,,,,,,2022,506.60,506.60,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
173,Vital Statistics,Western Sahara,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
174,Vital Statistics,Maldives,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
175,Vital Statistics,Malta,,,,,,,2022,521.00,521.00,,,,,,0.08,0.15,,,,4.31,,8.27,,,,,4.23,,,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
176,Vital Statistics,Brunei Darussalam,,,,,,,2022,445.40,445.40,,,,,,3.93,8.83,,,,6.25,,14.04,,,,,2.32,,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
177,Vital Statistics,Bahamas,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
178,Vital Statistics,Guadeloupe,,,,,,,2022,0.00,0.00,,,,,,0.25,0.00,,,,4.24,,0.00,,,,,4.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
179,Vital Statistics,Belize,,,,,,,2022,441.47,441.47,,,,,,4.74,10.74,,,,7.04,,15.94,,,,,2.30,,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
180,Vital Statistics,Martinique,,,,,,,2022,353.44,353.44,,,,,,-0.64,-1.81,,,,3.54,,10.01,,,,,4.18,,,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
181,Vital Statistics,Iceland,,,,,,,2022,388.00,388.00,,,,,,1.72,4.43,,,,4.42,,11.39,,,,,2.70,,,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
182,Vital Statistics,Vanuatu,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
183,Vital Statistics,French Polynesia,,,,,,,2022,276.63,276.63,,,,,,1.93,6.99,,,,3.62,,13.08,,,,,1.68,,,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
184,Vital Statistics,Mayotte,,,,,,,2022,309.90,309.90,,,,,,9.56,30.86,,,,10.49,,33.86,,,,,0.93,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
185,Vital Statistics,New Caledonia,,,,,,,2022,269.22,269.22,,,,,,1.91,7.08,,,,3.81,,14.13,,,,,1.90,,,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
186,Vital Statistics,French Guiana,,,,,,,2022,292.89,292.89,,,,,,6.58,22.45,,,,7.74,,26.41,,,,,1.16,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
187,Vital Statistics,Barbados,,,,,,,2022,268.70,268.70,,,,,,-1.08,-4.00,,,,2.28,,8.48,,,,,3.35,,,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
188,Vital Statistics,Sao Tome and Principe,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
189,Vital Statistics,Samoa,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
190,Vital Statistics,Curaçao,,,,,,,2022,0.00,0.00,,,,,,-0.34,0.00,,,,1.23,,0.00,,,,,1.58,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
191,Vital Statistics,Saint Lucia,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
192,Vital Statistics,Guam,,,,,,,2022,0.00,0.00,,,,,,2.52,0.00,,,,2.52,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
193,Vital Statistics,Kiribati,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
194,Vital Statistics,Grenada,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
195,Vital Statistics,Micronesia (Fed. States of),,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
196,Vital Statistics,Jersey,,,,,,,2022,0.00,0.00,,,,,,0.84,0.00,,,,0.84,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
197,Vital Statistics,Aruba,,,,,,,2022,107.31,107.31,,,,,,0.04,0.34,,,,0.92,,8.53,,,,,0.88,,,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
198,Vital Statistics,Saint Vincent and the Grenadines,,,,,,,2022,110.87,110.87,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
199,Vital Statistics,Tonga,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
200,Vital Statistics,Seychelles,,,,,,,2022,119.88,119.88,,,,,,0.63,5.24,,,,1.57,,13.09,,,,,0.94,,,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
201,Vital Statistics,United States Virgin Islands,,,,,,,2022,0.00,0.00,,,,,,0.87,0.00,,,,0.87,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
202,Vital Statistics,Antigua and Barbuda,,,,,,,2022,100.77,100.77,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
203,Vital Statistics,Isle of Man,,,,,,,2022,0.00,0.00,,,,,,-0.32,0.00,,,,0.59,,0.00,,,,,0.90,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
204,Vital Statistics,Andorra,,,,,,,2022,81.59,81.59,,,,,,0.13,1.61,,,,0.50,,6.15,,,,,0.37,,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
205,Vital Statistics,Dominica,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
206,Vital Statistics,Cayman Islands,,,,,,,2022,81.55,81.55,,,,,,0.49,5.98,,,,0.80,,9.79,,,,,0.31,,,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
207,Vital Statistics,Bermuda,,,,,,,2022,0.00,0.00,,,,,,-0.11,0.00,,,,0.48,,0.00,,,,,0.59,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
208,Vital Statistics,Guernsey,,,,,,,2022,0.00,0.00,,,,,,-0.14,0.00,,,,0.49,,0.00,,,,,0.62,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
209,Vital Statistics,Greenland,,,,,,,2022,56.61,56.61,,,,,,0.22,3.90,,,,0.75,,13.18,,,,,0.53,,,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
210,Vital Statistics,Faroe Islands,,,,,,,2022,54.20,54.20,,,,,,0.15,2.69,,,,0.63,,11.68,,,,,0.49,,,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
211,Vital Statistics,Northern Mariana Islands,,,,,,,2022,0.00,0.00,,,,,,0.47,0.00,,,,0.47,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
212,Vital Statistics,American Samoa,,,,,,,2022,51.27,51.27,,,,,,0.31,5.99,,,,0.71,,13.77,,,,,0.40,,,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
213,Vital Statistics,Saint Kitts and Nevis,,,,,,,2022,0.00,0.00,,,,,,-0.33,0.00,,,,0.00,,0.00,,,,,0.33,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
214,Vital Statistics,Marshall Islands,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
215,Vital Statistics,Sint Maarten (Dutch part),,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
216,Vital Statistics,Turks and Caicos Islands,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
217,Vital Statistics,Liechtenstein,,,,,,,2022,39.49,39.49,,,,,,0.09,2.15,,,,0.36,,9.22,,,,,0.28,,,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
218,Vital Statistics,Monaco,,,,,,,2022,39.05,39.05,,,,,,0.33,8.37,,,,0.86,,21.90,,,,,0.53,,,13.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,Vital Statistics,San Marino,,,,,,,2022,33.70,33.70,,,,,,-0.06,-1.72,,,,0.21,,6.08,,,,,0.26,,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,Vital Statistics,Saint Martin (French part),,,,,,,2022,0.00,0.00,,,,,,0.39,0.00,,,,0.54,,0.00,,,,,0.15,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
221,Vital Statistics,Gibraltar,,,,,,,2022,0.00,0.00,,,,,,0.36,0.00,,,,0.36,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
222,Vital Statistics,British Virgin Islands,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
223,Vital Statistics,"Bonaire, Sint Eustatius and Saba",,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
224,Vital Statistics,Palau,,,,,,,2022,17.58,17.58,,,,,,-0.05,-2.62,,,,0.16,,8.82,,,,,0.20,,,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
225,Vital Statistics,Cook Islands,,,,,,,2022,19.20,19.20,,,,,,0.10,5.36,,,,0.22,,11.41,,,,,0.12,,,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
226,Vital Statistics,Anguilla,,,,,,,2022,0.00,0.00,,,,,,0.05,0.00,,,,0.13,,0.00,,,,,0.08,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
227,Vital Statistics,Nauru,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
228,Vital Statistics,Wallis and Futuna Islands,,,,,,,2022,0.00,0.00,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
229,Vital Statistics,Tuvalu,,,,,,,2022,10.60,10.60,,,,,,0.19,17.65,,,,0.27,,25.20,,,,,0.08,,,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
230,Vital Statistics,Saint Barthélemy,,,,,,,2022,0.00,0.00,,,,,,-0.05,0.00,,,,0.00,,0.00,,,,,0.05,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
231,Vital Statistics,Saint Pierre and Miquelon,,,,,,,2022,0.00,0.00,,,,,,-0.01,0.00,,,,0.04,,0.00,,,,,0.05,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
232,Vital Statistics,Saint Helena,,,,,,,2022,0.00,0.00,,,,,,-0.04,0.00,,,,0.02,,0.00,,,,,0.06,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
